OW688734	SAMEA13681782
OV734115	SAMEA12549965
OM262034	SAMN24915656
ON141207	SAMN27257581
OM889084	SAMN26351732
OM408468	SAMN25263558
OM724873	SAMN26009184
OM890187	SAMN26351668
OM399978	SAMN25276122
OM450347	SAMN25417101
OV391587	SAMEA12122215
OM197756	SAMN24755897
OW704686	SAMEA14301876
OV333847	SAMEA12110165
OV640944	SAMEA12340235
ON346637	SAMN27771525
OM404308	SAMN25291339
OM188451	SAMN24750119
OM272224	SAMN24974578
OW786806	SAMEA14328147
OW770849	SAMEA14327658
OM191599	SAMN24757308
OM191973	SAMN24757667
ON347800	SAMN27772300
OM390489	SAMN25244812
OM295078	SAMN25045023
OM503646	SAMN25557269
OM503554	SAMN25557173
OM503497	SAMN25557110
OM298472	SAMN25011603
OM493173	SAMN25603649
OW818567	SAMEA14372782
OM360454	SAMN25069484
OW818533	SAMEA14373023
ON356638	SAMN26454877
OW768962	SAMEA14325805
ON007899	SAMN26747428
OM168968	SAMN24672449
OM261599	SAMN24916046
OM636051	SAMN25813802
OW229953	SAMEA13657251
OW231072	SAMEA13657253
OW313391	SAMEA13792974
OW229296	SAMEA13657211
OW776644	SAMEA13697332
OW234044	SAMEA13603140
OW228623	SAMEA13610059
OM412086	SAMN25266095
OM527309	SAMN25658361
OM527331	SAMN25658353
OM527354	SAMN25658330
OM527371	SAMN25658313
OM527393	SAMN25658288
OM260525	SAMN24915470
OW692284	SAMEA14297342
OM636091	SAMN25813845
OM636126	SAMN25813884
OM261496	SAMN24915625
OM636050	SAMN25813801
OM369969	SAMN25224771
OM977230	SAMN26589194
OM261280	SAMN24914875
OM229768	SAMN24698018
OW231901	SAMEA13610075
OW765589	SAMEA14187504
OW736001	SAMEA14187638
OW312806	SAMEA13793020
OW765595	SAMEA14187505
OW765623	SAMEA14187495
OW724387	SAMEA14187583
OW725599	SAMEA14187566
OW738655	SAMEA14187598
OW774227	SAMEA14328115
OM412757	SAMN25266055
OW740079	SAMEA14316015
OW739358	SAMEA14316040
OW770697	SAMEA14327754
ON470034	SAMN28165657
OM503589	SAMN25557209
OW772383	SAMEA14327701
OW739498	SAMEA14316097
OV452604	SAMEA12236500
OV466895	SAMEA11250827
OV474803	SAMEA11287057
OV474841	SAMEA11287090
OV488222	SAMEA11301114
OV493811	SAMEA11747624
OV519275	SAMEA12262413
OV532185	SAMEA11755206
OV616683	SAMEA11287070
OV617004	SAMEA11286998
OV626691	SAMEA11753991
OV627104	SAMEA11291047
OV631008	SAMEA11762455
OV631316	SAMEA11762466
OV631355	SAMEA11762517
OV632023	SAMEA11762885
OV632024	SAMEA11762904
OV632712	SAMEA11763352
OV640898	SAMEA11766725
OV644643	SAMEA11767846
OV650928	SAMEA11770340
OV651566	SAMEA11770384
OV653496	SAMEA11771410
OV655832	SAMEA11770164
OV655876	SAMEA11770457
OV659233	SAMEA11773835
OV661355	SAMEA11774351
OV665211	SAMEA11772555
OV669175	SAMEA11251312
OV676065	SAMEA11287221
OV677092	SAMEA11287147
OV683744	SAMEA11290610
OV690564	SAMEA11748788
OV696417	SAMEA11753701
OV702585	SAMEA12363690
OV703026	SAMEA12363669
OV724166	SAMEA12546666
OV724192	SAMEA12546669
OV843249	SAMEA12857164
OV843269	SAMEA12857175
OM862076	SAMN26303635
OW273402	SAMEA13773992
OW273439	SAMEA13774013
OW297375	SAMEA13629756
OW299304	SAMEA13632560
OW299546	SAMEA13632783
OW301151	SAMEA13632833
OW301199	SAMEA13632703
OW302085	SAMEA13634531
OW302879	SAMEA13634527
OW304432	SAMEA13637049
OW304701	SAMEA13637068
OW305856	SAMEA13638278
OW306301	SAMEA13638348
OW306306	SAMEA13638517
OW310203	SAMEA13645060
OW311096	SAMEA13646323
OW311099	SAMEA13646335
OW311623	SAMEA13646276
OW311676	SAMEA13646340
OW311686	SAMEA13646262
OW312095	SAMEA13645298
OV379630	SAMEA11983713
OV734729	SAMEA12549636
OV735085	SAMEA12549633
OV734151	SAMEA12549980
OV881222	SAMEA12937464
OV883325	SAMEA12939687
OW237796	SAMEA13657977
OV632653	SAMEA12337518
OV429466	SAMEA12029019
OV316437	SAMEA12029477
OV352174	SAMEA12110109
OV734612	SAMEA12549879
OV734638	SAMEA12549945
OW219531	SAMEA13609241
OV659637	SAMEA12339791
OV646338	SAMEA12339792
OV640947	SAMEA12340238
OV734411	SAMEA12550040
OV478640	SAMEA12055032
OW166279	SAMEA13421359
OV630984	SAMEA11762491
OM695035	SAMN25961021
OM365303	SAMN25223495
OM819993	SAMN26229232
OM618801	SAMN25767978
OM561608	SAMN25701426
OM783391	SAMN26154725
OM412228	SAMN25270572
OM561784	SAMN25701404
OM673912	SAMN25897944
OM724733	SAMN26010219
ON091093	SAMN27032194
OM819364	SAMN26229110
OM785083	SAMN26154404
OM815086	SAMN26230928
OM352627	SAMN25172518
OM449352	SAMN25418778
OM450793	SAMN25418657
OM947862	SAMN26533199
OM888775	SAMN26353697
OM860594	SAMN26306858
OV637273	SAMEA12338155
OM680218	SAMN25951150
OM625564	SAMN25738638
OM788305	SAMN26147989
OM941971	SAMN26520299
ON187041	SAMN27390661
ON187059	SAMN27390679
ON187066	SAMN27390686
ON187069	SAMN27390689
ON187072	SAMN27390692
ON187073	SAMN27390693
ON187077	SAMN27390697
ON187078	SAMN27390698
OM503367	SAMN25556971
OM503387	SAMN25556992
OM503402	SAMN25557007
OM503407	SAMN25557013
OM503417	SAMN25557026
OM503418	SAMN25557027
OM503422	SAMN25557031
OM503432	SAMN25557041
OM503454	SAMN25557064
OM503455	SAMN25557065
OM503543	SAMN25557161
OM503556	SAMN25557175
OM503565	SAMN25557184
OM503568	SAMN25557187
OM503581	SAMN25557201
OM503592	SAMN25557212
OM503598	SAMN25557218
OM503606	SAMN25557227
OM503612	SAMN25557233
OM503637	SAMN25557259
OM503649	SAMN25557272
OM503696	SAMN25557325
OM503793	SAMN25557432
OM503804	SAMN25557445
OM503819	SAMN25557462
OM503827	SAMN25557470
OM635960	SAMN25813708
OM635967	SAMN25813716
OM635975	SAMN25813724
OM635994	SAMN25813743
OM636002	SAMN25813751
OM636027	SAMN25813778
OM636032	SAMN25813783
OM636036	SAMN25813787
OM636039	SAMN25813790
OM636049	SAMN25813800
OM636053	SAMN25813805
OM636064	SAMN25813817
OM636071	SAMN25813825
OM636074	SAMN25813828
OM636081	SAMN25813835
OM636089	SAMN25813843
OM636095	SAMN25813849
OM636113	SAMN25813871
OM636116	SAMN25813874
OM636137	SAMN25813899
ON187161	SAMN27390782
ON187212	SAMN27390833
ON187218	SAMN27390839
ON187233	SAMN27390854
ON187255	SAMN27390881
ON187256	SAMN27390882
ON187264	SAMN27390890
ON187273	SAMN27390899
ON187297	SAMN27390924
ON187312	SAMN27390940
ON187404	SAMN27391033
ON187406	SAMN27391035
ON187419	SAMN27391052
ON187440	SAMN27391073
ON187443	SAMN27391076
ON187464	SAMN27391098
ON187470	SAMN27391104
ON187473	SAMN27391107
ON187481	SAMN27391116
ON187485	SAMN27391120
ON187492	SAMN27391128
ON187516	SAMN27391153
ON187519	SAMN27391156
ON187530	SAMN27391167
ON187532	SAMN27391169
ON187535	SAMN27391172
ON187543	SAMN27391183
ON187548	SAMN27391189
ON187550	SAMN27391191
ON187551	SAMN27391192
ON187558	SAMN27391199
ON187559	SAMN27391200
ON187561	SAMN27391202
ON187591	SAMN27391233
ON187597	SAMN27391239
ON187600	SAMN27391242
ON187611	SAMN27391254
ON187618	SAMN27391261
ON187625	SAMN27391268
ON187634	SAMN27391277
ON187638	SAMN27391281
OM448867	SAMN25418571
OM888875	SAMN26353350
OM430540	SAMN25349290
OM349761	SAMN25210337
OM349768	SAMN25210335
OM663862	SAMN25887612
OM645339	SAMN25851434
OM664040	SAMN25887477
OM404596	SAMN25293632
OM723256	SAMN25855960
OM491779	SAMN25603207
OM653132	SAMN25763325
OM492356	SAMN25603107
OM653121	SAMN25763256
OM718060	SAMN25821480
OM718054	SAMN25821358
OM723328	SAMN25855915
OM723347	SAMN25855909
OM723366	SAMN25855902
OM723388	SAMN25855878
OM723382	SAMN25855865
OM718611	SAMN25821143
OM806050	SAMN26206720
OM723573	SAMN25855683
OM680467	SAMN25951836
OM680554	SAMN25951787
OM680571	SAMN25951779
OM680579	SAMN25951742
OM680565	SAMN25951680
OM680783	SAMN25951612
OM894987	SAMN26364535
OM882906	SAMN26349539
OM864830	SAMN26315501
OM842418	SAMN26280829
OM842434	SAMN26280817
OM780501	SAMN26180082
OM780522	SAMN26180051
OM780559	SAMN26180015
OM967539	SAMN26569093
OM822640	SAMN26239600
ON032188	SAMN26805531
OM192134	SAMN24757147
OM191729	SAMN24757632
OV638946	SAMEA12338070
OM190900	SAMN24730842
OV646632	SAMEA12339848
OM292411	SAMN25049324
OV734899	SAMEA12549918
OM349369	SAMN25209488
ON104117	SAMN27060089
OM503703	SAMN25557333
OM851160	SAMN26284676
OM503711	SAMN25557342
OM860116	SAMN26288785
OM859624	SAMN26288726
OM997663	SAMN26587099
OM997599	SAMN26587647
ON293234	SAMN27633431
OM475903	SAMN25578549
OM697976	SAMN25960286
OM942069	SAMN26520126
OM412904	SAMN25269736
OM563077	SAMN25705529
OM563081	SAMN25705533
OM684698	SAMN25964374
OM684758	SAMN25964434
OM684816	SAMN25964492
OM684817	SAMN25964493
OM684821	SAMN25964497
OM684826	SAMN25964502
OM857666	SAMN26263172
OM857667	SAMN26263173
OM344428	SAMN25172695
OM365233	SAMN25223273
OM332457	SAMN25130960
OM272183	SAMN24975032
OM290480	SAMN25063420
OM290463	SAMN25063418
OM492773	SAMN25604309
OM814501	SAMN26230470
OM834079	SAMN26257189
OM926514	SAMN26496389
OM226685	SAMN24831708
OM861612	SAMN26306471
OM860493	SAMN26306455
OM343689	SAMN25170161
OM503764	SAMN25557400
OM503735	SAMN25557370
OM503737	SAMN25557373
OM503741	SAMN25557377
OM503742	SAMN25557378
OM503745	SAMN25557381
OM332822	SAMN25130788
OM261721	SAMN24915682
OM517540	SAMN25647502
OM126465	SAMN24477166
OM197083	SAMN24756585
OM074967	SAMN24530313
OM349656	SAMN25210301
OM723254	SAMN25855677
OM680124	SAMN25951448
OM680147	SAMN25951420
OM768664	SAMN26099590
OM780423	SAMN26179962
OM806542	SAMN26204958
ON068166	SAMN26941145
OM321957	SAMN25134433
OM271548	SAMN24971903
OM703276	SAMN25983908
OM495363	SAMN25535753
OM495233	SAMN25535587
OM198478	SAMN24756546
OM261770	SAMN24915525
OM155307	SAMN24666915
OW408809	SAMEA13966126
OM261627	SAMN24915452
OM272174	SAMN24974905
OM134223	SAMN24624050
OM861862	SAMN26304261
OM122886	SAMN24599523
OM120849	SAMN24599509
OM503844	SAMN25557490
OM693398	SAMN25959587
ON076293	SAMN26947873
OM564285	SAMN25702797
OM623048	SAMN25736624
OM724178	SAMN26010002
OM871986	SAMN26326809
OM570687	SAMN25724362
OM261615	SAMN24915398
OM134746	SAMN24623939
OM854622	SAMN26269422
OM495653	SAMN25534793
OM871961	SAMN26326714
OM262012	SAMN24915367
OM492558	SAMN25603966
OM455693	SAMN25512174
OM625446	SAMN25735603
OM325713	SAMN25133652
OM187632	SAMN24744452
OM318689	SAMN25065770
OM390680	SAMN25238300
OM236182	SAMN24861509
OM532036	SAMN25664331
OM072544	SAMN24523011
OM070530	SAMN24524693
OM071241	SAMN24521700
OM503790	SAMN25557428
OM503791	SAMN25557429
OM168487	SAMN24672968
OM183045	SAMN24709249
OM503798	SAMN25557437
OM503799	SAMN25557438
OM390775	SAMN25238190
OM257706	SAMN24815027
OM318162	SAMN25088655
OM186464	SAMN24746349
OM186465	SAMN24746348
OM503806	SAMN25557447
OM532237	SAMN25664118
OM073554	SAMN24523384
OM070839	SAMN24524371
OM503813	SAMN25557456
OM531703	SAMN25662406
OM188104	SAMN24743967
OM278052	SAMN24999841
OM318351	SAMN25088455
OM503823	SAMN25557466
OM503833	SAMN25557476
OM532318	SAMN25664032
OM168838	SAMN24672592
OM168923	SAMN24672501
OM518765	SAMN25647112
OM155530	SAMN24666616
OM498394	SAMN25534367
OM774873	SAMN26155629
OM883604	SAMN26348996
OM370239	SAMN25225137
OM562198	SAMN25700992
OM518757	SAMN25647043
OM636129	SAMN25813889
OM636131	SAMN25813891
OM636134	SAMN25813894
OM948636	SAMN26532309
OM061026	SAMN24500663
OM060903	SAMN24500266
OM429710	SAMN25348724
OM494964	SAMN25534166
OM520729	SAMN25605853
OM693763	SAMN25958577
OM673555	SAMN25897182
OM332774	SAMN25130352
OM493084	SAMN25603823
OM321874	SAMN25134549
OM321790	SAMN25134560
OM321805	SAMN25134567
OM321804	SAMN25134569
OM321818	SAMN25134584
OM321823	SAMN25134589
OM321834	SAMN25134600
OM420573	SAMN25280461
OM420627	SAMN25280509
OM456384	SAMN25513865
OM456406	SAMN25513873
OM456382	SAMN25513897
OM571278	SAMN25706281
OM571314	SAMN25706313
OM571320	SAMN25706320
OM738278	SAMN26025990
OM738320	SAMN26026022
OM738321	SAMN26026024
OM738303	SAMN26026039
OM799900	SAMN26196761
OM799908	SAMN26196781
OM799905	SAMN26196782
OM799860	SAMN26196827
OM799890	SAMN26196828
OL862344	SAMN24043601
OM103744	SAMN24588031
ON041298	SAMN26852731
OM321885	SAMN25134406
OM565309	SAMN25702257
OM495467	SAMN25533978
OM370481	SAMN25224964
OM364860	SAMN25222709
OM099570	SAMN24581596
OM862760	SAMN26305892
OM653001	SAMN25763083
OM467464	SAMN25527771
OM492376	SAMN25602752
OM774461	SAMN26155610
OM864688	SAMN26315184
OM680206	SAMN25951278
OM774819	SAMN26155538
OM769780	SAMN26098908
OM956967	SAMN26551092
OM862672	SAMN26305823
OM409091	SAMN25267442
OM623476	SAMN25734758
OM071691	SAMN24521207
OM261939	SAMN24915009
OM260451	SAMN24914991
OM272545	SAMN24974716
OV630414	SAMEA11287111
OM469787	SAMN25537608
OM449966	SAMN25417322
OM563793	SAMN25702074
OM989726	SAMN26666768
OM261227	SAMN24914908
OM431546	SAMN25348251
OM724539	SAMN26009698
OM940375	SAMN26518860
ON173181	SAMN27389216
OM262021	SAMN24914885
OM035647	SAMN24429636
OM004468	SAMN24372674
OM498265	SAMN25532088
OM636135	SAMN25813895
OM071693	SAMN24521205
OL910840	SAMN24198302
OM299160	SAMN25011641
OM948294	SAMN26532014
OM862072	SAMN26303703
OM958145	SAMN26552302
OM074703	SAMN24530123
OM496658	SAMN25531719
OM519953	SAMN25605263
OM449187	SAMN25418556
OM498068	SAMN25531535
OM695560	SAMN25956925
OM475963	SAMN25578333
OM563881	SAMN25701904
